,index,id_usuario,tipo_usuario,sistema_usuario,id_contenido,duracion_contenido,tipo_contenido,numero_sesion,recomendaciones_vistas,minutos_sesion,sistema_sesion,recomendaciones_totales,fecha_sesion,avg_valoracion,duracion_prom_sesion,porcentaje_finalizado,avg_sesiones_semana,click_rate
481,481,651,content_creator,Recomendeitor,"[8, 119]",5652,['documentary'],36,2,3312,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 8, 1), datetime.date(2021, 2, 26)]",4.25,92.0,58.6,1.0,0.67
482,482,652,admin,Recomendeitor_Plus,"[182, 79]",1044,"['documentary', 'movie']",12,2,1362,['Recomendeitor'],2,"[datetime.date(2021, 11, 2), datetime.date(2021, 3, 8)]",3.85,113.5,130.46,1.0,1.0
483,483,653,content_creator,Recomendeitor,"[140, 17, 146, 113, 159]",2080,"['short', 'documentary', 'series']",20,5,2036,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 9, 26), datetime.date(2022, 6, 22), datetime.date(2022, 1, 17), datetime.date(2021, 3, 12), datetime.date(2022, 1, 9)]",3.82,101.8,97.88,1.0,5.0
484,484,654,admin,Recomendeitor,"[177, 50, 153]",900,"['documentary', 'movie']",18,3,2814,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 10, 23), datetime.date(2021, 3, 28), datetime.date(2022, 8, 23)]",2.67,156.33,312.67,1.0,1.0
485,485,655,consumer,Recomendeitor,"[40, 89, 53]",912,"['short', 'live']",18,3,1290,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 4, 17), datetime.date(2022, 10, 19), datetime.date(2022, 3, 13)]",3.57,71.67,141.45,1.0,1.0
486,486,656,admin,Recomendeitor_Plus,"[192, 130]",412,"['documentary', 'live']",4,2,450,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 6, 25), datetime.date(2021, 6, 1)]",2.10,112.5,109.22,1.0,1.0
487,487,657,admin,Recomendeitor_Plus,[199],189,['movie'],3,1,261,['Recomendeitor'],1,"[datetime.date(2021, 6, 5)]",3.90,87.0,138.1,1.0,1.0
488,488,658,moderator,Recomendeitor,"[129, 133, 109, 111, 116, 121, 154, 159]",4974,"['live', 'movie', 'documentary', 'short', 'series']",48,8,4722,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 1, 30), datetime.date(2022, 1, 27), datetime.date(2022, 6, 26), datetime.date(2021, 2, 27), datetime.date(2022, 12, 12), datetime.date(2021, 8, 22), datetime.date(2022, 5, 1), datetime.date(2022, 9, 29)]",3.71,98.38,94.93,1.0,4.0
489,489,662,consumer,Recomendeitor_Plus,"[135, 186, 114, 183]",299,"['series', 'documentary', 'live', 'movie']",4,4,446,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 10, 6), datetime.date(2022, 4, 16), datetime.date(2022, 1, 15), datetime.date(2022, 3, 29)]",3.68,111.5,149.16,1.0,4.0
490,490,663,moderator,Recomendeitor_Plus,"[161, 174, 112, 17, 120, 153, 189]",3012,"['short', 'documentary', 'series', 'movie']",42,7,4872,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 12, 23), datetime.date(2021, 1, 23), datetime.date(2022, 5, 19), datetime.date(2022, 6, 12), datetime.date(2021, 9, 12), datetime.date(2022, 6, 23), datetime.date(2022, 4, 24)]",3.50,116.0,161.75,1.0,2.33
491,491,664,content_creator,Recomendeitor,"[133, 62, 159]",952,"['short', 'movie']",6,3,754,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 2, 19), datetime.date(2022, 1, 8), datetime.date(2021, 6, 20)]",3.47,125.67,79.2,1.0,3.0
492,492,666,content_creator,Recomendeitor,"[139, 133, 103]",2032,"['live', 'series', 'movie']",12,3,1168,['Recomendeitor_Plus'],2,"[datetime.date(2021, 2, 23), datetime.date(2021, 3, 16), datetime.date(2021, 4, 3)]",3.50,97.33,57.48,1.0,1.5
493,493,667,moderator,Recomendeitor,[175],279,['short'],3,1,330,['Recomendeitor'],3,"[datetime.date(2021, 10, 27)]",3.20,110.0,118.28,1.0,0.33
494,494,668,moderator,Recomendeitor,"[96, 69]",139,"['short', 'live']",2,2,126,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 2, 7), datetime.date(2022, 10, 19)]",3.95,63.0,90.65,1.0,2.0
495,495,669,consumer,Recomendeitor_Plus,"[99, 70]",1300,['short'],8,2,716,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 9, 11), datetime.date(2021, 10, 3)]",3.30,89.5,55.08,1.0,0.5
496,496,670,admin,Recomendeitor,"[146, 82]",5724,"['documentary', 'live']",36,2,684,['Recomendeitor'],6,"[datetime.date(2021, 12, 16), datetime.date(2021, 10, 5)]",3.05,19.0,11.95,1.0,0.33
497,497,671,consumer,Recomendeitor_Plus,"[75, 15]",978,"['short', 'documentary']",12,2,1398,['Recomendeitor'],2,"[datetime.date(2022, 2, 27), datetime.date(2021, 11, 21)]",2.80,116.5,142.94,1.0,1.0
498,498,673,content_creator,Recomendeitor,"[48, 80]",936,['short'],12,2,708,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 2, 17)]",2.70,59.0,75.64,1.0,0.67
499,499,674,consumer,Recomendeitor,"[40, 155, 135]",525,"['live', 'movie']",9,3,771,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 3, 18), datetime.date(2021, 12, 11), datetime.date(2022, 8, 2)]",3.07,85.67,146.86,1.0,1.0
500,500,675,consumer,Recomendeitor_Plus,"[128, 33, 67, 43, 183]",2628,"['short', 'documentary', 'series', 'movie']",30,5,2868,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 8, 14), datetime.date(2022, 12, 3), datetime.date(2022, 4, 1), datetime.date(2022, 8, 21), datetime.date(2022, 5, 24)]",2.90,95.6,109.13,1.0,2.5
501,501,676,content_creator,Recomendeitor,"[20, 14]",756,"['live', 'movie']",6,2,567,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 1, 29), datetime.date(2021, 7, 7)]",2.40,94.5,75.0,1.0,0.67
502,502,678,content_creator,Recomendeitor,"[66, 19, 12, 106]",4140,"['documentary', 'live', 'movie']",36,4,3519,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 8, 25), datetime.date(2021, 1, 24), datetime.date(2022, 4, 1), datetime.date(2021, 8, 23)]",2.28,97.75,85.0,1.0,1.33
503,503,679,admin,Recomendeitor_Plus,"[24, 67, 56, 27]",981,"['short', 'series', 'live']",12,4,912,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 12, 7), datetime.date(2022, 10, 9), datetime.date(2022, 2, 9), datetime.date(2022, 10, 10)]",2.82,76.0,92.97,1.0,4.0
504,504,680,content_creator,Recomendeitor_Plus,[135],312,['movie'],4,1,352,['Recomendeitor'],2,"[datetime.date(2021, 1, 5)]",3.90,88.0,112.82,1.0,0.5
505,505,681,admin,Recomendeitor_Plus,[142],148,['live'],2,1,256,['Recomendeitor_Plus'],2,"[datetime.date(2021, 4, 20)]",4.20,128.0,172.97,1.0,0.5
506,506,683,moderator,Recomendeitor,"[40, 154, 184]",1624,"['documentary', 'live']",24,3,2920,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 5, 15), datetime.date(2021, 9, 18), datetime.date(2022, 1, 22)]",2.37,121.67,179.8,1.0,0.75
507,507,685,admin,Recomendeitor_Plus,"[66, 67, 115, 20, 117, 28, 63]",3530,"['short', 'live', 'movie']",35,7,2380,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2022, 6, 7), datetime.date(2022, 10, 21), datetime.date(2022, 3, 29), datetime.date(2021, 4, 1), datetime.date(2022, 5, 14), datetime.date(2021, 11, 9), datetime.date(2022, 8, 24)]",2.20,68.0,67.42,1.0,1.4
508,508,686,admin,Recomendeitor_Plus,"[44, 103]",356,['series'],4,2,544,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 11, 11), datetime.date(2021, 8, 10)]",2.20,136.0,152.81,1.0,1.0
509,509,687,moderator,Recomendeitor,"[20, 6, 55]",307,"['short', 'live']",3,3,178,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 10, 17), datetime.date(2022, 4, 21), datetime.date(2021, 6, 4)]",2.57,59.33,57.98,1.0,3.0
510,510,688,admin,Recomendeitor,"[168, 136, 106, 108, 121, 124]",3426,"['documentary', 'series', 'movie']",36,6,2790,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 9, 22), datetime.date(2022, 5, 22), datetime.date(2022, 1, 3), datetime.date(2021, 10, 30), datetime.date(2021, 6, 17), datetime.date(2021, 2, 22)]",3.70,77.5,81.44,1.0,3.0
511,511,691,moderator,Recomendeitor,"[136, 73]",3300,"['documentary', 'series']",24,2,1500,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 9, 5), datetime.date(2021, 1, 8)]",2.55,62.5,45.45,1.0,0.67
512,512,692,consumer,Recomendeitor,"[137, 59, 36, 92]",992,"['short', 'documentary', 'series']",16,4,1464,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 8, 16), datetime.date(2022, 10, 16), datetime.date(2022, 8, 10), datetime.date(2022, 2, 19)]",3.30,91.5,147.58,1.0,4.0
513,513,694,admin,Recomendeitor,"[162, 135, 110, 82, 57]",3018,"['documentary', 'live', 'movie']",30,5,2334,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 3, 26), datetime.date(2021, 4, 25), datetime.date(2021, 10, 15), datetime.date(2022, 2, 7), datetime.date(2022, 7, 31)]",3.52,77.8,77.34,1.0,5.0
514,514,695,consumer,Recomendeitor,"[48, 10]",912,['short'],12,2,744,['Recomendeitor'],3,"[datetime.date(2021, 8, 28), datetime.date(2021, 3, 26)]",2.35,62.0,81.58,1.0,0.67
515,515,696,consumer,Recomendeitor_Plus,"[97, 188]",708,"['series', 'live']",8,2,1040,['Recomendeitor'],2,"[datetime.date(2022, 2, 13), datetime.date(2021, 10, 16)]",3.10,130.0,146.89,1.0,1.0
516,516,698,content_creator,Recomendeitor,"[19, 13]",2670,"['short', 'documentary']",30,2,1755,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2022, 6, 12), datetime.date(2022, 6, 19)]",3.95,58.5,65.73,1.0,0.4
517,517,700,consumer,Recomendeitor,"[59, 124, 77, 23]",2312,"['series', 'movie']",32,4,3016,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 8, 6), datetime.date(2021, 11, 20), datetime.date(2022, 8, 6), datetime.date(2022, 12, 15)]",2.65,94.25,130.45,1.0,2.0
518,518,702,admin,Recomendeitor_Plus,"[160, 193, 33, 67, 183, 158]",2645,"['short', 'documentary', 'series', 'movie']",30,6,2760,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2021, 6, 16), datetime.date(2021, 3, 18), datetime.date(2021, 10, 6), datetime.date(2021, 7, 15), datetime.date(2022, 8, 26), datetime.date(2021, 3, 20)]",2.32,92.0,104.35,1.2,1.2
519,519,703,moderator,Recomendeitor,"[75, 167]",1830,"['short', 'documentary']",12,2,1098,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 12, 31), datetime.date(2021, 9, 24)]",3.65,91.5,60.0,1.0,1.0
520,520,705,moderator,Recomendeitor_Plus,[84],264,['live'],12,1,1908,['Recomendeitor_Plus'],4,"[datetime.date(2022, 8, 8)]",4.10,159.0,722.73,1.0,0.25
521,521,706,moderator,Recomendeitor,[166],660,['movie'],6,1,888,['Recomendeitor'],2,"[datetime.date(2021, 12, 13)]",4.30,148.0,134.55,1.0,0.5
522,522,707,moderator,Recomendeitor_Plus,[40],64,['live'],2,1,46,['Recomendeitor_Plus'],2,"[datetime.date(2022, 3, 27)]",1.20,23.0,71.88,1.0,0.5
523,523,708,moderator,Recomendeitor,[61],1232,['live'],8,1,692,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 7, 23), datetime.date(2021, 7, 15)]",3.40,86.5,56.17,1.0,1.0
524,524,709,admin,Recomendeitor_Plus,"[2, 90, 133, 38, 122]",2262,"['short', 'live', 'movie']",30,5,2142,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 10, 24), datetime.date(2021, 3, 16), datetime.date(2022, 1, 28), datetime.date(2022, 3, 22), datetime.date(2021, 9, 21)]",2.56,71.4,94.69,1.0,1.67
525,525,710,admin,Recomendeitor_Plus,"[72, 82]",1818,"['short', 'live']",18,2,1386,['Recomendeitor'],3,"[datetime.date(2022, 10, 27), datetime.date(2021, 6, 6)]",2.75,77.0,76.24,1.0,0.67
526,526,711,consumer,Recomendeitor,"[185, 150]",520,"['documentary', 'live']",4,2,444,['Recomendeitor'],2,"[datetime.date(2021, 9, 26), datetime.date(2021, 9, 12)]",2.60,111.0,85.38,1.0,1.0
527,527,712,content_creator,Recomendeitor,"[130, 7, 15, 152, 191]",1820,"['short', 'series', 'live', 'movie']",20,5,1524,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 6, 5), datetime.date(2022, 6, 27), datetime.date(2021, 6, 18), datetime.date(2021, 7, 18), datetime.date(2021, 5, 10)]",2.62,76.2,83.74,1.0,2.5
528,528,713,moderator,Recomendeitor,[166],880,['movie'],8,1,752,['Recomendeitor_Plus'],2,"[datetime.date(2021, 2, 8)]",4.30,94.0,85.45,1.0,0.5
529,529,714,consumer,Recomendeitor,"[17, 141, 166]",257,"['short', 'live', 'movie']",3,3,266,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 2, 25), datetime.date(2022, 10, 20), datetime.date(2022, 11, 3)]",3.00,88.67,103.5,1.0,3.0
530,530,715,consumer,Recomendeitor,"[17, 170]",370,"['short', 'movie']",20,2,960,['Recomendeitor'],5,"[datetime.date(2022, 11, 30), datetime.date(2022, 2, 17)]",2.80,48.0,259.46,1.0,0.4
531,531,716,consumer,Recomendeitor_Plus,"[97, 148]",688,"['short', 'series']",8,2,304,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 6, 29), datetime.date(2022, 7, 31)]",2.85,38.0,44.19,1.0,1.0
532,532,717,admin,Recomendeitor_Plus,"[165, 183]",295,"['documentary', 'series']",10,2,1275,['Recomendeitor_Plus'],5,"[datetime.date(2021, 12, 7), datetime.date(2022, 8, 22)]",3.75,127.5,432.2,1.0,0.4
533,533,718,moderator,Recomendeitor_Plus,"[88, 169, 58, 198]",1380,"['short', 'live', 'movie']",16,4,1164,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 7, 23), datetime.date(2021, 5, 15), datetime.date(2022, 4, 20), datetime.date(2022, 1, 23)]",2.13,72.75,84.35,1.0,1.0
534,534,719,moderator,Recomendeitor_Plus,[187],310,['series'],2,1,258,['Recomendeitor_Plus'],2,"[datetime.date(2021, 11, 6)]",3.30,129.0,83.23,1.0,0.5
535,535,720,content_creator,Recomendeitor_Plus,"[102, 200, 80, 177, 83, 117, 23, 123, 126]",1350,"['live', 'movie', 'documentary', 'short', 'series']",18,9,1048,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 10, 28), datetime.date(2022, 8, 25), datetime.date(2022, 10, 8), datetime.date(2021, 1, 18), datetime.date(2021, 12, 17), datetime.date(2022, 11, 25), datetime.date(2022, 12, 10), datetime.date(2022, 11, 9), datetime.date(2022, 6, 14)]",2.68,58.22,77.63,1.0,9.0
536,536,721,moderator,Recomendeitor_Plus,"[45, 110, 78, 176, 182, 87]",1890,"['short', 'documentary', 'live', 'movie']",18,6,1572,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 11, 1), datetime.date(2022, 2, 21), datetime.date(2021, 8, 18), datetime.date(2021, 8, 1), datetime.date(2021, 9, 17), datetime.date(2021, 3, 30)]",3.98,87.33,83.17,1.0,6.0
537,537,723,consumer,Recomendeitor,[155],260,['live'],4,1,712,['Recomendeitor_Plus'],1,"[datetime.date(2022, 4, 27)]",4.10,178.0,273.85,1.0,1.0
538,538,725,moderator,Recomendeitor_Plus,"[49, 109]",960,"['short', 'series']",16,2,1008,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 10, 7), datetime.date(2022, 2, 13)]",3.65,63.0,105.0,1.0,0.5
539,539,726,admin,Recomendeitor_Plus,"[36, 8, 200, 138, 107, 113, 183, 29, 62]",5334,"['series', 'documentary', 'live', 'movie']",54,9,4536,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 8, 31), datetime.date(2022, 4, 3), datetime.date(2021, 11, 6), datetime.date(2021, 3, 21), datetime.date(2021, 6, 17), datetime.date(2021, 4, 7), datetime.date(2021, 1, 13), datetime.date(2021, 8, 12)]",3.44,84.0,85.04,1.0,3.0
540,540,727,moderator,Recomendeitor,"[172, 179, 68]",1680,['documentary'],24,3,1952,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 7, 29), datetime.date(2021, 9, 12), datetime.date(2021, 4, 25)]",3.63,81.33,116.19,1.0,1.5
541,541,728,consumer,Recomendeitor,"[16, 181, 158]",4152,"['short', 'series', 'live']",36,3,3408,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 4, 1), datetime.date(2021, 4, 25), datetime.date(2021, 1, 8)]",1.65,94.67,82.08,1.0,0.75
542,542,730,consumer,Recomendeitor,"[143, 32, 79]",1292,"['short', 'documentary', 'series']",12,3,1068,['Recomendeitor'],2,"[datetime.date(2022, 9, 15), datetime.date(2022, 1, 20), datetime.date(2021, 12, 15)]",2.47,89.0,82.66,1.0,1.5
543,543,731,moderator,Recomendeitor_Plus,"[10, 52, 12, 143]",269,"['short', 'live', 'series']",4,4,413,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 12, 14), datetime.date(2021, 6, 21), datetime.date(2021, 7, 4), datetime.date(2021, 11, 1)]",1.68,103.25,153.53,1.0,4.0
544,544,732,admin,Recomendeitor,"[101, 39, 186, 28, 157, 191]",5752,"['live', 'movie', 'documentary', 'short', 'series']",56,6,4800,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 2, 5), datetime.date(2021, 2, 4), datetime.date(2022, 2, 1), datetime.date(2021, 10, 9), datetime.date(2021, 10, 20), datetime.date(2022, 10, 11), datetime.date(2021, 4, 7)]",2.78,85.71,83.45,1.1666666666666667,1.5
545,545,733,content_creator,Recomendeitor_Plus,"[32, 164, 172, 85]",1468,"['short', 'documentary', 'series']",16,4,1796,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 12, 14), datetime.date(2021, 11, 22), datetime.date(2022, 6, 25), datetime.date(2021, 9, 20)]",2.45,112.25,122.34,1.0,2.0
546,546,734,content_creator,Recomendeitor_Plus,"[194, 82, 90]",327,"['short', 'documentary', 'live']",3,3,238,['Recomendeitor'],1,"[datetime.date(2022, 9, 24), datetime.date(2021, 11, 8), datetime.date(2021, 4, 9)]",1.77,79.33,72.78,1.0,3.0
547,547,736,admin,Recomendeitor,"[61, 174, 157]",4056,"['series', 'documentary', 'live']",36,3,1596,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 4, 23), datetime.date(2022, 3, 25), datetime.date(2022, 5, 9)]",3.37,44.33,39.35,1.0,0.75
548,548,737,consumer,Recomendeitor,[198],1050,['short'],6,1,18,['Recomendeitor'],2,"[datetime.date(2021, 6, 30)]",2.30,3.0,1.71,1.0,0.5
549,549,738,admin,Recomendeitor_Plus,"[81, 132, 125, 182]",3294,"['short', 'documentary', 'movie']",36,4,3465,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 1, 6), datetime.date(2022, 6, 17), datetime.date(2021, 2, 7), datetime.date(2021, 3, 11)]",3.52,96.25,105.19,1.0,1.33
550,550,739,consumer,Recomendeitor_Plus,"[4, 21, 86]",1476,"['series', 'movie']",18,3,2136,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 9, 7), datetime.date(2022, 12, 9), datetime.date(2021, 4, 15)]",2.87,118.67,144.72,1.0,1.5
551,551,742,admin,Recomendeitor_Plus,"[200, 189, 160]",622,"['series', 'live', 'movie']",6,3,732,['Recomendeitor_Plus'],2,"[datetime.date(2021, 11, 18), datetime.date(2022, 5, 17), datetime.date(2022, 1, 22)]",2.73,122.0,117.68,1.0,1.5
552,552,743,admin,Recomendeitor,"[186, 146, 175]",939,"['short', 'documentary', 'series']",9,3,477,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 5, 31), datetime.date(2022, 11, 8), datetime.date(2021, 7, 8)]",3.87,53.0,50.8,1.0,1.0
553,553,744,moderator,Recomendeitor_Plus,"[2, 10]",1605,"['short', 'live']",30,2,3315,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 10, 5), datetime.date(2021, 6, 27)]",1.90,110.5,206.54,1.0,0.67
554,554,745,admin,Recomendeitor_Plus,[182],448,['movie'],4,1,280,['Recomendeitor_Plus'],2,"[datetime.date(2022, 8, 5)]",4.50,70.0,62.5,1.0,0.5
555,555,746,admin,Recomendeitor_Plus,"[170, 58]",135,['movie'],6,2,288,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 8, 1), datetime.date(2021, 12, 11)]",2.95,48.0,213.33,1.0,2.0
556,556,747,content_creator,Recomendeitor,"[57, 146, 18]",1240,['documentary'],12,3,1368,['Recomendeitor_Plus'],1,"[datetime.date(2022, 11, 1), datetime.date(2021, 11, 22), datetime.date(2021, 9, 7)]",4.57,114.0,110.32,1.0,3.0
557,557,748,content_creator,Recomendeitor,"[16, 19, 75, 160]",2694,"['documentary', 'live', 'movie']",24,4,2586,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 4, 7), datetime.date(2021, 3, 18), datetime.date(2022, 4, 5), datetime.date(2022, 8, 8)]",3.08,107.75,95.99,1.3333333333333333,1.33
558,558,749,moderator,Recomendeitor_Plus,"[82, 100, 71, 183]",806,"['documentary', 'live', 'movie']",8,4,742,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 4, 2), datetime.date(2022, 3, 28), datetime.date(2021, 3, 1), datetime.date(2021, 8, 16)]",3.38,92.75,92.06,1.3333333333333333,4.0
559,559,750,consumer,Recomendeitor,"[57, 137, 156]",1074,"['documentary', 'series']",9,3,816,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 12, 23), datetime.date(2021, 2, 7), datetime.date(2021, 10, 8)]",4.23,90.67,75.98,1.0,1.0
560,560,751,content_creator,Recomendeitor_Plus,"[80, 24, 29, 30]",2560,"['short', 'live', 'series']",32,4,3336,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 1, 26), datetime.date(2021, 8, 29), datetime.date(2021, 10, 9), datetime.date(2021, 8, 23)]",3.08,104.25,130.31,1.3333333333333333,1.0
561,561,752,consumer,Recomendeitor,"[121, 164, 159]",442,"['short', 'documentary', 'movie']",3,3,277,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 2, 5), datetime.date(2021, 11, 12), datetime.date(2021, 8, 28)]",3.70,92.33,62.67,1.0,3.0
562,562,753,admin,Recomendeitor,"[48, 171, 165]",312,"['short', 'series']",6,3,876,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 1, 17), datetime.date(2022, 9, 19), datetime.date(2021, 2, 20)]",3.67,146.0,280.77,1.0,1.5
563,563,754,content_creator,Recomendeitor,"[54, 106, 188, 22]",4401,"['documentary', 'live', 'movie']",36,4,2016,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 8, 10), datetime.date(2022, 12, 23), datetime.date(2021, 10, 23), datetime.date(2021, 7, 3)]",3.32,56.0,45.81,1.0,1.33
564,564,755,moderator,Recomendeitor_Plus,"[105, 166]",688,"['series', 'movie']",8,2,1288,['Recomendeitor'],1,"[datetime.date(2021, 2, 5), datetime.date(2022, 6, 8)]",4.30,161.0,187.21,1.0,2.0
565,565,756,moderator,Recomendeitor,"[146, 140, 55]",2424,"['series', 'documentary', 'live']",18,3,2448,"['Recomendeitor_Plus', 'Recomendeitor']",6,"[datetime.date(2021, 5, 23), datetime.date(2021, 9, 11), datetime.date(2022, 9, 3)]",4.63,136.0,100.99,1.0,0.5
566,566,757,moderator,Recomendeitor,[85],180,['series'],6,1,1068,['Recomendeitor_Plus'],3,"[datetime.date(2022, 2, 24)]",1.00,178.0,593.33,1.0,0.33
567,567,758,content_creator,Recomendeitor_Plus,"[193, 195, 166, 199, 107, 11, 141, 150, 153, 188]",1756,"['live', 'movie', 'documentary', 'short', 'series']",22,10,2052,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 2, 14), datetime.date(2022, 2, 22), datetime.date(2021, 8, 11), datetime.date(2022, 3, 23), datetime.date(2022, 9, 5), datetime.date(2022, 11, 27), datetime.date(2021, 2, 24), datetime.date(2021, 9, 9), datetime.date(2022, 7, 28), datetime.date(2022, 4, 20), datetime.date(2022, 3, 20)]",2.99,93.27,116.86,1.0,5.0
